frame,Neutral,Happiness,Sadness,Surprise,Fear,Disgust,Anger
000041,0.30433634,0.42682073,0.03926397,0.12698987,0.017670413,0.008757046,0.07616163
000042,0.30433634,0.42682073,0.03926397,0.12698987,0.017670413,0.008757046,0.07616163
000043,0.30433634,0.42682073,0.03926397,0.12698987,0.017670413,0.008757046,0.07616163
000044,0.17147362,0.6199217,0.031074788,0.11242746,0.010251598,0.008783136,0.046067696
000045,0.17147362,0.6199217,0.031074788,0.11242746,0.010251598,0.008783136,0.046067696
000046,0.15347287,0.6497133,0.03275867,0.10161053,0.009410432,0.009892929,0.043141276
000047,0.15347287,0.6497133,0.03275867,0.10161053,0.009410432,0.009892929,0.043141276
000048,0.15347287,0.6497133,0.03275867,0.10161053,0.009410432,0.009892929,0.043141276
000049,0.15347287,0.6497133,0.03275867,0.10161053,0.009410432,0.009892929,0.043141276
000050,0.15347287,0.6497133,0.03275867,0.10161053,0.009410432,0.009892929,0.043141276
000051,0.15347287,0.6497133,0.03275867,0.10161053,0.009410432,0.009892929,0.043141276
000052,0.15347287,0.6497133,0.03275867,0.10161053,0.009410432,0.009892929,0.043141276
000053,0.15347287,0.6497133,0.03275867,0.10161053,0.009410432,0.009892929,0.043141276
000054,0.15347287,0.6497133,0.03275867,0.10161053,0.009410432,0.009892929,0.043141276
000055,0.15347287,0.6497133,0.03275867,0.10161053,0.009410432,0.009892929,0.043141276
000056,0.15347287,0.6497133,0.03275867,0.10161053,0.009410432,0.009892929,0.043141276
000057,0.15347287,0.6497133,0.03275867,0.10161053,0.009410432,0.009892929,0.043141276
000058,0.15347287,0.6497133,0.03275867,0.10161053,0.009410432,0.009892929,0.043141276
000059,0.13547212,0.6795048,0.034442555,0.09079359,0.008569265,0.011002724,0.04021485
000060,0.13547212,0.6795048,0.034442555,0.09079359,0.008569265,0.011002724,0.04021485
000061,0.1660241,0.49719882,0.123382986,0.08383867,0.019989222,0.04350578,0.06606039
000062,0.1660241,0.49719882,0.123382986,0.08383867,0.019989222,0.04350578,0.06606039
000063,0.1660241,0.49719882,0.123382986,0.08383867,0.019989222,0.04350578,0.06606039
000064,0.1660241,0.49719882,0.123382986,0.08383867,0.019989222,0.04350578,0.06606039
000065,0.1660241,0.49719882,0.123382986,0.08383867,0.019989222,0.04350578,0.06606039
000066,0.1660241,0.49719882,0.123382986,0.08383867,0.019989222,0.04350578,0.06606039
000067,0.1660241,0.49719882,0.123382986,0.08383867,0.019989222,0.04350578,0.06606039
000068,0.1660241,0.49719882,0.123382986,0.08383867,0.019989222,0.04350578,0.06606039
000069,0.1660241,0.49719882,0.123382986,0.08383867,0.019989222,0.04350578,0.06606039
000070,0.1660241,0.49719882,0.123382986,0.08383867,0.019989222,0.04350578,0.06606039
000071,0.1660241,0.49719882,0.123382986,0.08383867,0.019989222,0.04350578,0.06606039
000072,0.1660241,0.49719882,0.123382986,0.08383867,0.019989222,0.04350578,0.06606039
000073,0.1660241,0.49719882,0.123382986,0.08383867,0.019989222,0.04350578,0.06606039
000074,0.19657609,0.3148928,0.21232341,0.07688376,0.03140918,0.076008834,0.09190592
000075,0.19657609,0.3148928,0.21232341,0.07688376,0.03140918,0.076008834,0.09190592
000076,0.16775388,0.19457904,0.33254707,0.060930133,0.05239325,0.10308856,0.08870807
000077,0.16775388,0.19457904,0.33254707,0.060930133,0.05239325,0.10308856,0.08870807
000078,0.16775388,0.19457904,0.33254707,0.060930133,0.05239325,0.10308856,0.08870807
000079,0.16775388,0.19457904,0.33254707,0.060930133,0.05239325,0.10308856,0.08870807
000080,0.16775388,0.19457904,0.33254707,0.060930133,0.05239325,0.10308856,0.08870807
000081,0.16775388,0.19457904,0.33254707,0.060930133,0.05239325,0.10308856,0.08870807
000082,0.16775388,0.19457904,0.33254707,0.060930133,0.05239325,0.10308856,0.08870807
000083,0.16775388,0.19457904,0.33254707,0.060930133,0.05239325,0.10308856,0.08870807
000084,0.16775388,0.19457904,0.33254707,0.060930133,0.05239325,0.10308856,0.08870807
000085,0.16775388,0.19457904,0.33254707,0.060930133,0.05239325,0.10308856,0.08870807
000086,0.16775388,0.19457904,0.33254707,0.060930133,0.05239325,0.10308856,0.08870807
000087,0.16775388,0.19457904,0.33254707,0.060930133,0.05239325,0.10308856,0.08870807
000088,0.16775388,0.19457904,0.33254707,0.060930133,0.05239325,0.10308856,0.08870807
000089,0.13893165,0.07426528,0.4527707,0.044976506,0.07337732,0.13016827,0.085510224
000090,0.13893165,0.07426528,0.4527707,0.044976506,0.07337732,0.13016827,0.085510224
000091,0.16501123,0.06691122,0.4061101,0.049249493,0.07732342,0.13707498,0.09831953
000092,0.16501123,0.06691122,0.4061101,0.049249493,0.07732342,0.13707498,0.09831953
000093,0.16501123,0.06691122,0.4061101,0.049249493,0.07732342,0.13707498,0.09831953
000094,0.16501123,0.06691122,0.4061101,0.049249493,0.07732342,0.13707498,0.09831953
000095,0.16501123,0.06691122,0.4061101,0.049249493,0.07732342,0.13707498,0.09831953
000096,0.16501123,0.06691122,0.4061101,0.049249493,0.07732342,0.13707498,0.09831953
000097,0.16501123,0.06691122,0.4061101,0.049249493,0.07732342,0.13707498,0.09831953
000098,0.16501123,0.06691122,0.4061101,0.049249493,0.07732342,0.13707498,0.09831953
000099,0.16501123,0.06691122,0.4061101,0.049249493,0.07732342,0.13707498,0.09831953
000100,0.16501123,0.06691122,0.4061101,0.049249493,0.07732342,0.13707498,0.09831953
000101,0.16501123,0.06691122,0.4061101,0.049249493,0.07732342,0.13707498,0.09831953
000102,0.16501123,0.06691122,0.4061101,0.049249493,0.07732342,0.13707498,0.09831953
000103,0.16501123,0.06691122,0.4061101,0.049249493,0.07732342,0.13707498,0.09831953
000104,0.1910908,0.059557162,0.3594495,0.053522483,0.081269525,0.1439817,0.111128844
000105,0.1910908,0.059557162,0.3594495,0.053522483,0.081269525,0.1439817,0.111128844
000106,0.14822812,0.06863829,0.21932477,0.05423339,0.056886718,0.3199576,0.1327311
000107,0.14822812,0.06863829,0.21932477,0.05423339,0.056886718,0.3199576,0.1327311
000108,0.14822812,0.06863829,0.21932477,0.05423339,0.056886718,0.3199576,0.1327311
000109,0.14822812,0.06863829,0.21932477,0.05423339,0.056886718,0.3199576,0.1327311
000110,0.14822812,0.06863829,0.21932477,0.05423339,0.056886718,0.3199576,0.1327311
000111,0.14822812,0.06863829,0.21932477,0.05423339,0.056886718,0.3199576,0.1327311
000112,0.14822812,0.06863829,0.21932477,0.05423339,0.056886718,0.3199576,0.1327311
000113,0.14822812,0.06863829,0.21932477,0.05423339,0.056886718,0.3199576,0.1327311
000114,0.14822812,0.06863829,0.21932477,0.05423339,0.056886718,0.3199576,0.1327311
000115,0.14822812,0.06863829,0.21932477,0.05423339,0.056886718,0.3199576,0.1327311
000116,0.14822812,0.06863829,0.21932477,0.05423339,0.056886718,0.3199576,0.1327311
000117,0.14822812,0.06863829,0.21932477,0.05423339,0.056886718,0.3199576,0.1327311
000118,0.14822812,0.06863829,0.21932477,0.05423339,0.056886718,0.3199576,0.1327311
000119,0.10536543,0.07771941,0.079200044,0.0549443,0.03250391,0.4959335,0.15433335
000120,0.10536543,0.07771941,0.079200044,0.0549443,0.03250391,0.4959335,0.15433335
000121,0.11511016,0.11568719,0.070693575,0.06408485,0.028612431,0.42319608,0.18261568
000122,0.11511016,0.11568719,0.070693575,0.06408485,0.028612431,0.42319608,0.18261568
000123,0.11511016,0.11568719,0.070693575,0.06408485,0.028612431,0.42319608,0.18261568
000124,0.11511016,0.11568719,0.070693575,0.06408485,0.028612431,0.42319608,0.18261568
000125,0.11511016,0.11568719,0.070693575,0.06408485,0.028612431,0.42319608,0.18261568
000126,0.11511016,0.11568719,0.070693575,0.06408485,0.028612431,0.42319608,0.18261568
000127,0.11511016,0.11568719,0.070693575,0.06408485,0.028612431,0.42319608,0.18261568
000128,0.11511016,0.11568719,0.070693575,0.06408485,0.028612431,0.42319608,0.18261568
000129,0.11511016,0.11568719,0.070693575,0.06408485,0.028612431,0.42319608,0.18261568
000130,0.11511016,0.11568719,0.070693575,0.06408485,0.028612431,0.42319608,0.18261568
000131,0.11511016,0.11568719,0.070693575,0.06408485,0.028612431,0.42319608,0.18261568
000132,0.11511016,0.11568719,0.070693575,0.06408485,0.028612431,0.42319608,0.18261568
000133,0.11511016,0.11568719,0.070693575,0.06408485,0.028612431,0.42319608,0.18261568
000134,0.12485489,0.15365498,0.0621871,0.0732254,0.02472095,0.35045862,0.21089801
000135,0.12485489,0.15365498,0.0621871,0.0732254,0.02472095,0.35045862,0.21089801
000136,0.18604156,0.14514577,0.06605295,0.084948204,0.02742743,0.23942015,0.25096387
000137,0.18604156,0.14514577,0.06605295,0.084948204,0.02742743,0.23942015,0.25096387
000138,0.18604156,0.14514577,0.06605295,0.084948204,0.02742743,0.23942015,0.25096387
000139,0.18604156,0.14514577,0.06605295,0.084948204,0.02742743,0.23942015,0.25096387
000140,0.18604156,0.14514577,0.06605295,0.084948204,0.02742743,0.23942015,0.25096387
000141,0.18604156,0.14514577,0.06605295,0.084948204,0.02742743,0.23942015,0.25096387
000142,0.18604156,0.14514577,0.06605295,0.084948204,0.02742743,0.23942015,0.25096387
000143,0.18604156,0.14514577,0.06605295,0.084948204,0.02742743,0.23942015,0.25096387
000144,0.18604156,0.14514577,0.06605295,0.084948204,0.02742743,0.23942015,0.25096387
000145,0.18604156,0.14514577,0.06605295,0.084948204,0.02742743,0.23942015,0.25096387
000146,0.18604156,0.14514577,0.06605295,0.084948204,0.02742743,0.23942015,0.25096387
000147,0.18604156,0.14514577,0.06605295,0.084948204,0.02742743,0.23942015,0.25096387
000148,0.18604156,0.14514577,0.06605295,0.084948204,0.02742743,0.23942015,0.25096387
000149,0.24722824,0.13663657,0.0699188,0.09667101,0.030133909,0.12838165,0.29102975
000150,0.24722824,0.13663657,0.0699188,0.09667101,0.030133909,0.12838165,0.29102975
000151,0.28888363,0.12472665,0.07075525,0.09771815,0.030171579,0.0874579,0.30028683
000152,0.28888363,0.12472665,0.07075525,0.09771815,0.030171579,0.0874579,0.30028683
000153,0.28888363,0.12472665,0.07075525,0.09771815,0.030171579,0.0874579,0.30028683
000154,0.28888363,0.12472665,0.07075525,0.09771815,0.030171579,0.0874579,0.30028683
000155,0.28888363,0.12472665,0.07075525,0.09771815,0.030171579,0.0874579,0.30028683
000156,0.28888363,0.12472665,0.07075525,0.09771815,0.030171579,0.0874579,0.30028683
000157,0.28888363,0.12472665,0.07075525,0.09771815,0.030171579,0.0874579,0.30028683
000158,0.28888363,0.12472665,0.07075525,0.09771815,0.030171579,0.0874579,0.30028683
000159,0.28888363,0.12472665,0.07075525,0.09771815,0.030171579,0.0874579,0.30028683
000160,0.28888363,0.12472665,0.07075525,0.09771815,0.030171579,0.0874579,0.30028683
000161,0.28888363,0.12472665,0.07075525,0.09771815,0.030171579,0.0874579,0.30028683
000162,0.28888363,0.12472665,0.07075525,0.09771815,0.030171579,0.0874579,0.30028683
000163,0.28888363,0.12472665,0.07075525,0.09771815,0.030171579,0.0874579,0.30028683
000164,0.33053902,0.112816736,0.071591705,0.09876529,0.030209249,0.04653415,0.30954388
000165,0.33053902,0.112816736,0.071591705,0.09876529,0.030209249,0.04653415,0.30954388
000166,0.32024297,0.12922826,0.0751667,0.1005148,0.029310293,0.051358864,0.29417816
000167,0.32024297,0.12922826,0.0751667,0.1005148,0.029310293,0.051358864,0.29417816
000168,0.32024297,0.12922826,0.0751667,0.1005148,0.029310293,0.051358864,0.29417816
000169,0.32024297,0.12922826,0.0751667,0.1005148,0.029310293,0.051358864,0.29417816
000170,0.32024297,0.12922826,0.0751667,0.1005148,0.029310293,0.051358864,0.29417816
000171,0.32024297,0.12922826,0.0751667,0.1005148,0.029310293,0.051358864,0.29417816
000172,0.32024297,0.12922826,0.0751667,0.1005148,0.029310293,0.051358864,0.29417816
000173,0.32024297,0.12922826,0.0751667,0.1005148,0.029310293,0.051358864,0.29417816
000174,0.32024297,0.12922826,0.0751667,0.1005148,0.029310293,0.051358864,0.29417816
000175,0.32024297,0.12922826,0.0751667,0.1005148,0.029310293,0.051358864,0.29417816
000176,0.32024297,0.12922826,0.0751667,0.1005148,0.029310293,0.051358864,0.29417816
000177,0.32024297,0.12922826,0.0751667,0.1005148,0.029310293,0.051358864,0.29417816
000178,0.32024297,0.12922826,0.0751667,0.1005148,0.029310293,0.051358864,0.29417816
000179,0.30994692,0.14563978,0.07874171,0.10226431,0.028411338,0.056183573,0.27881244
000180,0.30994692,0.14563978,0.07874171,0.10226431,0.028411338,0.056183573,0.27881244
000181,0.24890465,0.24261926,0.07324889,0.11049091,0.0266081,0.06791582,0.23021239
000182,0.24890465,0.24261926,0.07324889,0.11049091,0.0266081,0.06791582,0.23021239
000183,0.24890465,0.24261926,0.07324889,0.11049091,0.0266081,0.06791582,0.23021239
000184,0.24890465,0.24261926,0.07324889,0.11049091,0.0266081,0.06791582,0.23021239
000185,0.24890465,0.24261926,0.07324889,0.11049091,0.0266081,0.06791582,0.23021239
000186,0.24890465,0.24261926,0.07324889,0.11049091,0.0266081,0.06791582,0.23021239
000187,0.24890465,0.24261926,0.07324889,0.11049091,0.0266081,0.06791582,0.23021239
000188,0.24890465,0.24261926,0.07324889,0.11049091,0.0266081,0.06791582,0.23021239
000189,0.24890465,0.24261926,0.07324889,0.11049091,0.0266081,0.06791582,0.23021239
000190,0.24890465,0.24261926,0.07324889,0.11049091,0.0266081,0.06791582,0.23021239
000191,0.24890465,0.24261926,0.07324889,0.11049091,0.0266081,0.06791582,0.23021239
000192,0.24890465,0.24261926,0.07324889,0.11049091,0.0266081,0.06791582,0.23021239
000193,0.24890465,0.24261926,0.07324889,0.11049091,0.0266081,0.06791582,0.23021239
000194,0.18786238,0.33959875,0.06775608,0.118717514,0.024804862,0.07964807,0.18161234
000195,0.18786238,0.33959875,0.06775608,0.118717514,0.024804862,0.07964807,0.18161234
000196,0.19510132,0.40174317,0.05987537,0.121326275,0.02156559,0.052535076,0.14785315
000197,0.19510132,0.40174317,0.05987537,0.121326275,0.02156559,0.052535076,0.14785315
000198,0.19510132,0.40174317,0.05987537,0.121326275,0.02156559,0.052535076,0.14785315
000199,0.19510132,0.40174317,0.05987537,0.121326275,0.02156559,0.052535076,0.14785315
000200,0.19510132,0.40174317,0.05987537,0.121326275,0.02156559,0.052535076,0.14785315
000201,0.19510132,0.40174317,0.05987537,0.121326275,0.02156559,0.052535076,0.14785315
000202,0.19510132,0.40174317,0.05987537,0.121326275,0.02156559,0.052535076,0.14785315
000203,0.19510132,0.40174317,0.05987537,0.121326275,0.02156559,0.052535076,0.14785315
000204,0.19510132,0.40174317,0.05987537,0.121326275,0.02156559,0.052535076,0.14785315
000205,0.19510132,0.40174317,0.05987537,0.121326275,0.02156559,0.052535076,0.14785315
000206,0.19510132,0.40174317,0.05987537,0.121326275,0.02156559,0.052535076,0.14785315
000207,0.19510132,0.40174317,0.05987537,0.121326275,0.02156559,0.052535076,0.14785315
000208,0.19510132,0.40174317,0.05987537,0.121326275,0.02156559,0.052535076,0.14785315
000209,0.20234025,0.46388763,0.051994655,0.12393504,0.018326318,0.025422083,0.11409396
000210,0.20234025,0.46388763,0.051994655,0.12393504,0.018326318,0.025422083,0.11409396
000211,0.25464803,0.42168275,0.05848532,0.113413975,0.018392006,0.021028826,0.11234908
000212,0.25464803,0.42168275,0.05848532,0.113413975,0.018392006,0.021028826,0.11234908
000213,0.25464803,0.42168275,0.05848532,0.113413975,0.018392006,0.021028826,0.11234908
000214,0.25464803,0.42168275,0.05848532,0.113413975,0.018392006,0.021028826,0.11234908
000215,0.25464803,0.42168275,0.05848532,0.113413975,0.018392006,0.021028826,0.11234908
000216,0.25464803,0.42168275,0.05848532,0.113413975,0.018392006,0.021028826,0.11234908
000217,0.25464803,0.42168275,0.05848532,0.113413975,0.018392006,0.021028826,0.11234908
000218,0.25464803,0.42168275,0.05848532,0.113413975,0.018392006,0.021028826,0.11234908
000219,0.25464803,0.42168275,0.05848532,0.113413975,0.018392006,0.021028826,0.11234908
000220,0.25464803,0.42168275,0.05848532,0.113413975,0.018392006,0.021028826,0.11234908
000221,0.25464803,0.42168275,0.05848532,0.113413975,0.018392006,0.021028826,0.11234908
000222,0.25464803,0.42168275,0.05848532,0.113413975,0.018392006,0.021028826,0.11234908
000223,0.25464803,0.42168275,0.05848532,0.113413975,0.018392006,0.021028826,0.11234908
000224,0.30695578,0.37947786,0.064975984,0.102892905,0.018457694,0.016635569,0.11060419
000225,0.30695578,0.37947786,0.064975984,0.102892905,0.018457694,0.016635569,0.11060419
000226,0.2966495,0.385404,0.06607997,0.10443258,0.018993001,0.018917002,0.10952394
000227,0.2966495,0.385404,0.06607997,0.10443258,0.018993001,0.018917002,0.10952394
000228,0.2966495,0.385404,0.06607997,0.10443258,0.018993001,0.018917002,0.10952394
000229,0.2966495,0.385404,0.06607997,0.10443258,0.018993001,0.018917002,0.10952394
000230,0.2966495,0.385404,0.06607997,0.10443258,0.018993001,0.018917002,0.10952394
000231,0.2966495,0.385404,0.06607997,0.10443258,0.018993001,0.018917002,0.10952394
000232,0.2966495,0.385404,0.06607997,0.10443258,0.018993001,0.018917002,0.10952394
000233,0.2966495,0.385404,0.06607997,0.10443258,0.018993001,0.018917002,0.10952394
000234,0.2966495,0.385404,0.06607997,0.10443258,0.018993001,0.018917002,0.10952394
000235,0.2966495,0.385404,0.06607997,0.10443258,0.018993001,0.018917002,0.10952394
000236,0.2966495,0.385404,0.06607997,0.10443258,0.018993001,0.018917002,0.10952394
000237,0.2966495,0.385404,0.06607997,0.10443258,0.018993001,0.018917002,0.10952394
000238,0.2966495,0.385404,0.06607997,0.10443258,0.018993001,0.018917002,0.10952394
000239,0.2863432,0.39133015,0.06718395,0.10597226,0.019528309,0.021198435,0.10844369
000240,0.2863432,0.39133015,0.06718395,0.10597226,0.019528309,0.021198435,0.10844369
000241,0.27870092,0.31457213,0.07123138,0.12220004,0.029714491,0.033445787,0.15013525
000242,0.27870092,0.31457213,0.07123138,0.12220004,0.029714491,0.033445787,0.15013525
000243,0.27870092,0.31457213,0.07123138,0.12220004,0.029714491,0.033445787,0.15013525
000244,0.27870092,0.31457213,0.07123138,0.12220004,0.029714491,0.033445787,0.15013525
000245,0.27870092,0.31457213,0.07123138,0.12220004,0.029714491,0.033445787,0.15013525
000246,0.27870092,0.31457213,0.07123138,0.12220004,0.029714491,0.033445787,0.15013525
000247,0.27870092,0.31457213,0.07123138,0.12220004,0.029714491,0.033445787,0.15013525
000248,0.27870092,0.31457213,0.07123138,0.12220004,0.029714491,0.033445787,0.15013525
000249,0.27870092,0.31457213,0.07123138,0.12220004,0.029714491,0.033445787,0.15013525
000250,0.27870092,0.31457213,0.07123138,0.12220004,0.029714491,0.033445787,0.15013525
000251,0.27870092,0.31457213,0.07123138,0.12220004,0.029714491,0.033445787,0.15013525
000252,0.27870092,0.31457213,0.07123138,0.12220004,0.029714491,0.033445787,0.15013525
000253,0.27870092,0.31457213,0.07123138,0.12220004,0.029714491,0.033445787,0.15013525
000254,0.27105865,0.2378141,0.0752788,0.13842782,0.039900675,0.04569314,0.1918268
000255,0.27105865,0.2378141,0.0752788,0.13842782,0.039900675,0.04569314,0.1918268
000256,0.219801,0.31174845,0.07232824,0.13193563,0.034235626,0.05692616,0.17302488
000257,0.219801,0.31174845,0.07232824,0.13193563,0.034235626,0.05692616,0.17302488
000258,0.219801,0.31174845,0.07232824,0.13193563,0.034235626,0.05692616,0.17302488
000259,0.219801,0.31174845,0.07232824,0.13193563,0.034235626,0.05692616,0.17302488
000260,0.219801,0.31174845,0.07232824,0.13193563,0.034235626,0.05692616,0.17302488
000261,0.219801,0.31174845,0.07232824,0.13193563,0.034235626,0.05692616,0.17302488
000262,0.219801,0.31174845,0.07232824,0.13193563,0.034235626,0.05692616,0.17302488
000263,0.219801,0.31174845,0.07232824,0.13193563,0.034235626,0.05692616,0.17302488
000264,0.219801,0.31174845,0.07232824,0.13193563,0.034235626,0.05692616,0.17302488
000265,0.219801,0.31174845,0.07232824,0.13193563,0.034235626,0.05692616,0.17302488
000266,0.219801,0.31174845,0.07232824,0.13193563,0.034235626,0.05692616,0.17302488
000267,0.219801,0.31174845,0.07232824,0.13193563,0.034235626,0.05692616,0.17302488
000268,0.219801,0.31174845,0.07232824,0.13193563,0.034235626,0.05692616,0.17302488
000269,0.16854334,0.38568276,0.069377676,0.12544343,0.028570574,0.06815918,0.15422295
000270,0.16854334,0.38568276,0.069377676,0.12544343,0.028570574,0.06815918,0.15422295
000271,0.1347336,0.48130408,0.06559705,0.10795434,0.022053065,0.06921295,0.11914493
000272,0.1347336,0.48130408,0.06559705,0.10795434,0.022053065,0.06921295,0.11914493
000273,0.1347336,0.48130408,0.06559705,0.10795434,0.022053065,0.06921295,0.11914493
000274,0.1347336,0.48130408,0.06559705,0.10795434,0.022053065,0.06921295,0.11914493
000275,0.1347336,0.48130408,0.06559705,0.10795434,0.022053065,0.06921295,0.11914493
000276,0.1347336,0.48130408,0.06559705,0.10795434,0.022053065,0.06921295,0.11914493
000277,0.1347336,0.48130408,0.06559705,0.10795434,0.022053065,0.06921295,0.11914493
000278,0.1347336,0.48130408,0.06559705,0.10795434,0.022053065,0.06921295,0.11914493
000279,0.1347336,0.48130408,0.06559705,0.10795434,0.022053065,0.06921295,0.11914493
000280,0.1347336,0.48130408,0.06559705,0.10795434,0.022053065,0.06921295,0.11914493
000281,0.1347336,0.48130408,0.06559705,0.10795434,0.022053065,0.06921295,0.11914493
000282,0.1347336,0.48130408,0.06559705,0.10795434,0.022053065,0.06921295,0.11914493
000283,0.1347336,0.48130408,0.06559705,0.10795434,0.022053065,0.06921295,0.11914493
000284,0.10092386,0.5769254,0.06181642,0.09046524,0.015535556,0.07026672,0.084066905
000285,0.10092386,0.5769254,0.06181642,0.09046524,0.015535556,0.07026672,0.084066905
000286,0.091348544,0.6462768,0.04628427,0.0871882,0.012256173,0.049049202,0.06759688
000287,0.091348544,0.6462768,0.04628427,0.0871882,0.012256173,0.049049202,0.06759688
000288,0.091348544,0.6462768,0.04628427,0.0871882,0.012256173,0.049049202,0.06759688
000289,0.091348544,0.6462768,0.04628427,0.0871882,0.012256173,0.049049202,0.06759688
000290,0.091348544,0.6462768,0.04628427,0.0871882,0.012256173,0.049049202,0.06759688
000291,0.091348544,0.6462768,0.04628427,0.0871882,0.012256173,0.049049202,0.06759688
000292,0.091348544,0.6462768,0.04628427,0.0871882,0.012256173,0.049049202,0.06759688
000293,0.091348544,0.6462768,0.04628427,0.0871882,0.012256173,0.049049202,0.06759688
000294,0.091348544,0.6462768,0.04628427,0.0871882,0.012256173,0.049049202,0.06759688
000295,0.091348544,0.6462768,0.04628427,0.0871882,0.012256173,0.049049202,0.06759688
000296,0.091348544,0.6462768,0.04628427,0.0871882,0.012256173,0.049049202,0.06759688
000297,0.091348544,0.6462768,0.04628427,0.0871882,0.012256173,0.049049202,0.06759688
000298,0.091348544,0.6462768,0.04628427,0.0871882,0.012256173,0.049049202,0.06759688
000299,0.08177324,0.71562815,0.03075212,0.08391116,0.008976792,0.027831683,0.051126868
000300,0.08177324,0.71562815,0.03075212,0.08391116,0.008976792,0.027831683,0.051126868
000301,0.10879795,0.6532295,0.03598418,0.09795728,0.011240778,0.028137218,0.06465318
000302,0.10879795,0.6532295,0.03598418,0.09795728,0.011240778,0.028137218,0.06465318
000303,0.10879795,0.6532295,0.03598418,0.09795728,0.011240778,0.028137218,0.06465318
000304,0.10879795,0.6532295,0.03598418,0.09795728,0.011240778,0.028137218,0.06465318
000305,0.10879795,0.6532295,0.03598418,0.09795728,0.011240778,0.028137218,0.06465318
000306,0.10879795,0.6532295,0.03598418,0.09795728,0.011240778,0.028137218,0.06465318
000307,0.10879795,0.6532295,0.03598418,0.09795728,0.011240778,0.028137218,0.06465318
000308,0.10879795,0.6532295,0.03598418,0.09795728,0.011240778,0.028137218,0.06465318
000309,0.10879795,0.6532295,0.03598418,0.09795728,0.011240778,0.028137218,0.06465318
000310,0.10879795,0.6532295,0.03598418,0.09795728,0.011240778,0.028137218,0.06465318
